name,date,OS,lat,long,altitude,lat_dec,long_dec,Image_01,Image_02
Ruin past the White House on the Rubha Dunan peninsula.,23/04/2024,NC 02440 07127,"58°0'33""N","5°20'44""W",19,,,https://github.com/MorningGlass/coigach-heritage/blob/main/images/_DSC5391_01.jpeg,https://github.com/MorningGlass/coigach-heritage/blob/main/images/_DSC5391_02.jpeg
